job title,company,experience,salary,location,education,python,r,sql,excel,vba,powerbi,tableau,nosql,sas,git,matlab
Senior Data Analyst,Luminar Technologies,0 - 4 years,Not Disclosed,New DelhiView More,bachelor  master ,python,,sql,excel,,powerbi,tableau,,,,
EDP officer / Data Analyst  | Urgently Required | Nagpur - Sadar Bazar,RMW India Services,0 - 4 years,"₹ 3,00,000 - 5,00,000 P.A.","Nagpur, Ahmednagar, hadapsarView More",bachelor  master ,python,,,excel,vba,,,,,,
Research & Data Analyst,Beyond Codes,0 - 2 years,Not Disclosed,"Dehradun, ChandigarhView More",bachelor  master ,python,,,,,,,,,,
MNC is  hiring For MBA MCOM Freshers For Data Analyst Role,ICE data services,0 - 1 years,"₹ 1,00,000 - 4,25,000 P.A.",Hyderabad/SecunderabadView More, master ,python,,,excel,,powerbi,,,,,
Manager - Data Analyst,Huquo Consulting Pvt. Ltd,3 - 8 years,Not Disclosed,"Gurgaon/Gurugram, Bangalore/Bengaluru, Delhi / NCRView More",bachelor  master  phd ,python,,sql,excel,,,,,,,
Data Analyst,Analytix Solutions,1 - 4 years,Not Disclosed,Bangalore/BengaluruView More,bachelor  master ,python,,sql,excel,,,,,,,
Data Analyst,Quin Bay Technologies,3 - 8 years,Not Disclosed,Bangalore/BengaluruView More,bachelor  master ,python,r,sql,excel,vba,,tableau,,,,
Data Analyst,Show Off Retail,2 - 3 years,"₹ 2,50,000 - 3,00,000 P.A.",Bangalore/Bengaluru( BTM Layout )View More,bachelor ,python,,,excel,,,,,,,
Data Analyst,Alp Consulting Ltd,5 - 10 years,Not Disclosed,ChennaiView More,bachelor  master ,,,sql,,,,,,,,
BA with strong Data Analysis exp -8 -15 years BNY Mellon Pune Chennai.,BNY Mellon,8 - 13 years,Not Disclosed,"Pune, ChennaiView More",bachelor  master  phd ,python,,sql,,,,,,,,
Data Visualization Analyst,World Wide Technology,3 - 5 years,Not Disclosed,IndiaView More,bachelor  master ,python,r,sql,excel,,powerbi,tableau,,,,
Data Analyst,RCPC,0 - 1 years,Not Disclosed,MumbaiView More,bachelor  master  phd ,python,,sql,,,,,,,,
Senior RWE Scientific Data Analyst,Novartis,5 - 10 years,Not Disclosed,Hyderabad/SecunderabadView More,bachelor  master ,python,r,sql,excel,,,,nosql,sas,git,
"Senior Data Analyst, Digital Finance",Novartis,4 - 6 years,Not Disclosed,Hyderabad/SecunderabadView More,bachelor  master ,python,,sql,excel,,,tableau,,,,
Data Analyst (Jr/Sr),Pole To Win (PTW),1 - 4 years,Not Disclosed,Bangalore/BengaluruView More,bachelor  master ,python,,,,,powerbi,,,,,
"Sr. Analyst, Analytics and Data Science",Transunion,5 - 8 years,Not Disclosed,"Mumbai, ChennaiView More",bachelor  master ,python,r,sql,excel,,,tableau,,,git,
Lead Data Analyst - Data Operations,S&P Global,5 - 10 years,Not Disclosed,Hyderabad/SecunderabadView More,bachelor  master ,python,,sql,excel,,,,,,,
Reference Data Analyst,Deutsche Bank,6 - 8 years,Not Disclosed,JaipurView More,bachelor  master ,python,,sql,excel,,,,,,,
Data Analyst,Excellent Placement Services,1 - 3 years,Not Disclosed,Gurgaon/GurugramView More,bachelor  master ,python,,,,,,,,,,
Lead Data Analyst,Dazn Software,5 - 10 years,Not Disclosed,Hyderabad/SecunderabadView More,bachelor ,python,,sql,,,,tableau,,,,
Data Analyst - Navi Mumbai - Immediate / Early Joining,EQL Financial Technologies Pvt Ltd,3 - 7 years,"₹ 7,00,000 - 12,00,000 P.A.","Mumbai Suburban, Navi Mumbai, Mumbai (All Areas)View More",bachelor  master ,python,,sql,excel,,powerbi,tableau,,,,
Data Analyst,S&P Global,2 - 5 years,Not Disclosed,AhmedabadView More,bachelor  master ,python,,,excel,,,,,,,
Data Analyst/Sr Data Analyst,Adecco Group,1 - 4 years,"₹ 3,00,000 - 7,00,000 P.A.",Bangalore/BengaluruView More,bachelor  master ,python,,sql,excel,,,,,,,
Senior Data Analyst/Senior Data Analyst,BAJAJ FINSERVE,1 - 4 years,Not Disclosed,PuneView More,bachelor  master ,python,,sql,excel,,powerbi,,,,,
Senior Data Analyst,Renault,3 - 5 years,Not Disclosed,ChennaiView More,bachelor  master ,,,sql,,,,,,,,
Senior Data Analyst,Fiserv,3 - 6 years,Not Disclosed,ThaneView More,bachelor  master ,python,,sql,excel,,,,,,,
Data Management Analyst/ Data Governance Analyst,Randstad,2 - 6 years,"₹ 4,50,000 - 9,50,000 P.A.",Bangalore/BengaluruView More,bachelor  master ,python,,,,,,,,,,
Hiring For Data Analyst-Gujarat,Samridhi,3 - 7 years,"₹ 6,50,000 - 11,00,000 P.A.",gujaratView More,bachelor ,python,,,,,powerbi,,,,,
Hiring For Data Analyst-Gujarat,Samridhi,3 - 7 years,"₹ 6,50,000 - 11,00,000 P.A.",gujaratView More,bachelor ,python,,,,,powerbi,,,,,
HR Data Analyst - Consulting Firm,Huquo Consulting Pvt. Ltd,5 - 7 years,Not Disclosed,Gurgaon/GurugramView More,bachelor  master  phd ,python,,,excel,,powerbi,,,,,
Clinical Data Analyst - SQL/Healthcare EcoSystem,Huquo Consulting Pvt. Ltd,6 - 9 years,Not Disclosed,PuneView More,bachelor  master  phd ,python,,sql,excel,,,,,,,
Data Analyst,Maharani Innovative Paints,4 - 7 years,"₹ 3,00,000 - 5,00,000 P.A.","Palwal, Faridabad( Ballabhgarh )View More",bachelor ,python,,sql,excel,,,,,,,
Senior MIS Data Analyst,Confidential,5 - 10 years,Not Disclosed,SuratView More,bachelor ,python,,,excel,,,,,,,
Business Analyst/Senior Business Analyst- Data Analytics - BFSI Domain,Huquo Consulting Pvt. Ltd,2 - 5 years,Not Disclosed,"Gurgaon/Gurugram, Bangalore/Bengaluru, Delhi / NCRView More",bachelor  master  phd ,,,,excel,vba,,,,sas,,
Senior Business Data Analyst - BFS,Huquo Consulting Pvt. Ltd,1 - 3 years,Not Disclosed,Gurgaon/GurugramView More,bachelor  master  phd ,python,,,excel,,,,,,,
Business Data Analysts (People & Culture),Zscaler Softech,5 - 6 years,Not Disclosed,Bangalore/BengaluruView More,bachelor  master ,python,,sql,excel,,,tableau,,,,
Front End Developer | Data Analyst,AUROSKKIL,0 - 1 years,"₹ 1,25,000 - 2,25,000 P.A.","Indore, Pune( Kharadi, Baner ), SuratView More",bachelor  master ,python,,sql,,,,,,,,
Data Analyst,Cointab Software,0 - 2 years,Not Disclosed,"Mumbai Suburban, Mumbai (All Areas)View More",bachelor ,python,r,sql,excel,,,,,sas,,
Data Analyst,Applycup Hiring Solutions Llp,0 - 2 years,Not Disclosed,ChennaiView More,bachelor  master ,python,,,,,,,,,,
Data Analyst Advanced Analytics,Perceptive Analytics,0 - 3 years,Not Disclosed,Hyderabad/SecunderabadView More,bachelor  master ,python,r,sql,excel,vba,,,,,,
Senior Data Analyst - DC,Boston Consulting Group,4 - 6 years,Not Disclosed,Bangalore/BengaluruView More,bachelor  master ,python,,sql,excel,,,tableau,,,,
Croma - Data Analyst - Mumbai / Bangalore,Croma,4 - 9 years,Not Disclosed,"Mumbai, Bangalore/BengaluruView More",bachelor ,python,,,,,powerbi,,,,,
Data Analysts -  Compliance Surveillance,Standard Chartered Bank,4 - 9 years,Not Disclosed,Bangalore/BengaluruView More,bachelor ,python,,sql,excel,,,tableau,,,,
Reference Data Analyst,Deutsche Bank,2 - 5 years,Not Disclosed,Bangalore/BengaluruView More,bachelor  master ,python,,sql,excel,,,,,,,
Data Analyst- PYTHON+SCALA,Capco,3 - 7 years,Not Disclosed,Bangalore/BengaluruView More,bachelor  master ,python,,,,,,,,,,
Customer Data Analyst,Oracle,1 - 4 years,Not Disclosed,Bangalore/BengaluruView More,bachelor ,python,,sql,,,,,,,,
Immediate Hiring For MIS and Data Analyst,Regalix,1 - 6 years,"₹ 2,00,000 - 5,50,000 P.A.",Bangalore/BengaluruView More,bachelor ,python,,sql,excel,vba,powerbi,,,,,
Executive/Sr. Executive MIS- Data Analyst,Akums,3 - 6 years,Not Disclosed,New DelhiView More,bachelor ,,,sql,excel,,,tableau,,,,
Senior Data Analyst Fielding Operations,Nailbiter,3 - 8 years,Not Disclosed,MumbaiView More,bachelor  master ,python,,,,,,,,,,
Sr. Data Analyst/Power BI Developer,Must It Services Pvt. Ltd.,3 - 8 years,"₹ 4,00,000 - 6,00,000 P.A.",Delhi / NCRView More,bachelor  master ,python,,sql,,,powerbi,,,,,
Financial Business Analyst / Data Analyst,Cotiviti,1 - 6 years,Not Disclosed,PuneView More,bachelor ,python,,sql,excel,,,tableau,,,,
Data Analyst,Blinkit,0 - 2 years,Not Disclosed,Bangalore/BengaluruView More,bachelor  master ,python,,,,,,,,,,
Reference Data Analyst,Deutsche Bank,0 - 6 years,Not Disclosed,Bangalore/BengaluruView More,bachelor  master ,python,,sql,,,,,,,,
PSP Analyst / Asst. Analyst (Data Management / Functional Support),Faurecia,0 - 2 years,Not Disclosed,PuneView More,bachelor ,python,,,excel,vba,,,,,,
Senior Data Analyst - SQL / Python,Huquo Consulting,7 - 10 years,Not Disclosed,"Hyderabad/Secunderabad, PuneView More",bachelor  master  phd ,python,,sql,excel,,powerbi,tableau,nosql,,,
Senior Data Analyst - SQL/Python,Huquo Consulting,7 - 10 years,Not Disclosed,"Hyderabad/Secunderabad, PuneView More",bachelor  master  phd ,python,,sql,excel,,powerbi,tableau,nosql,,,
Manager/Senior Manager/Project Manager/AVP - Clinical Data Analyst,Huquo Consulting,6 - 9 years,Not Disclosed,"Hyderabad/Secunderabad, PuneView More",bachelor  master  phd ,python,,sql,excel,,,,,,,
Data Analyst,Koch Industries,7 - 9 years,Not Disclosed,Bangalore/BengaluruView More,bachelor  master ,python,r,sql,excel,,powerbi,tableau,,sas,git,
Data Analyst,CPA Global,5 - 10 years,Not Disclosed,Bangalore/BengaluruView More,bachelor  master ,python,,sql,,,,,,,,
Data Analyst,Neo Credence Consultancy,5 - 12 years,Not Disclosed,Bangalore/BengaluruView More,bachelor  master ,python,,,,,powerbi,,,,,
Data Analyst,Decorpot,1 - 3 years,"₹ 3,00,000 - 4,00,000 P.A.",Bangalore/Bengaluru( HSR Layout )View More,bachelor ,python,,,excel,,,,,,,
Data Analyst,LeadSquared,1 - 4 years,Not Disclosed,Bangalore/BengaluruView More,bachelor  master ,python,,sql,excel,,,,,,,
Career Opportunity For Data Analyst - Global Network Management - Pune,BNY Mellon,2 - 6 years,Not Disclosed,PuneView More,bachelor ,python,,sql,excel,vba,powerbi,tableau,,,,
Hiring For Analyst - SEO & Data Science,Absolutdata,3 - 6 years,Not Disclosed,Bangalore/BengaluruView More,bachelor ,python,r,sql,excel,,,,,,,
"Analyst, Analytics and Data Science",Transunion,3 - 5 years,Not Disclosed,"Mumbai, ChennaiView More",bachelor  master ,python,r,sql,excel,,,tableau,,,git,
Data Analyst/ MIS,Phonographic Performance Limited,3 - 6 years,"₹ 4,00,000 - 6,00,000 P.A.",Mumbai (All Areas)View More,bachelor ,,,,excel,,,,,,,
Sr . Data Analyst - Business Insights,"Saavn, LLC",2 - 5 years,Not Disclosed,MumbaiView More,bachelor  master ,python,,sql,excel,,,tableau,,,,
Business Data Analyst,Smollan India Private Limited,2 - 4 years,"₹ 7,00,000 - 9,00,000 P.A.",Hiring office located in Mumbai (All Areas)View More,bachelor  master ,python,,sql,excel,,powerbi,tableau,,,git,
Business Controller / Data Analyst,Jobs Park Placement,5 - 10 years,Not Disclosed,NoidaView More,bachelor  master ,python,,,excel,,,,,,,
Senior Data Research Analyst - Thematic & Factor Specialist,S&P Global,4 - 6 years,Not Disclosed,MumbaiView More,bachelor  master ,python,r,sql,excel,,,tableau,,,,
Sr Data Transformation Analyst I,S&P Global,3 - 5 years,Not Disclosed,Hyderabad/SecunderabadView More,bachelor  master ,python,,,excel,,,,,,,
Data Analyst / Sr. Data Analyst / Lead,Client Of Logical Hiring,3 - 12 years,Not Disclosed,"Hyderabad/Secunderabad, Pune, Chennai, Gurgaon/Gurugram, Bangalore/BengaluruView More",bachelor  master ,python,r,sql,excel,,powerbi,tableau,,,git,
"IT&D Senior Analyst Data, Reporting & Analytics",Reckitt Benckiser Pvt Ltd,5 - 7 years,Not Disclosed,Hyderabad/SecunderabadView More,bachelor  master ,python,,,,,powerbi,,,,,
"IT&D Senior Analyst Data, Reporting & Analytics",Reckitt Benckiser Pvt Ltd,5 - 7 years,Not Disclosed,Hyderabad/SecunderabadView More,bachelor  master ,python,,,,,powerbi,,,,,
Senior Data Analyst - PP,Boston Consulting Group,4 - 6 years,Not Disclosed,New DelhiView More,bachelor  master ,python,,sql,excel,,,tableau,,,,
Data Analyst,Resourcetree Global Services,5 - 10 years,Not Disclosed,Bangalore/BengaluruView More,bachelor  master  phd ,python,,sql,,,powerbi,tableau,,,,
Data Analyst RCM,L A Consultancy,3 - 6 years,Not Disclosed,"Kochi/Cochin, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCRView More",bachelor  master  phd ,python,,sql,excel,,powerbi,tableau,,,,
Data Analyst RCM,L A Consultancy,3 - 6 years,Not Disclosed,"Kochi/Cochin, Hyderabad/Secunderabad, Pune, Chennai, Bangalore/Bengaluru, Delhi / NCRView More",bachelor  master  phd ,python,,sql,excel,,powerbi,tableau,,,,
Data Analyst - Python/Power BI,Huquo Consulting,5 - 10 years,Not Disclosed,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Gurgaon/Gurugram, Delhi / NCR, Bangalore/BengaluruView More",bachelor  master  phd ,python,,sql,,,powerbi,tableau,,,,
Data Analyst - Python,Huquo Consulting,4 - 9 years,Not Disclosed,"Gurgaon/Gurugram, Bangalore/BengaluruView More",bachelor  master  phd ,python,,sql,excel,,,,,,,
Data Analyst - Python / Power BI,Huquo Consulting,5 - 10 years,Not Disclosed,"Kolkata, Mumbai, Hyderabad/Secunderabad, Pune, Chennai, Ahmedabad, Delhi / NCR, Bangalore/BengaluruView More",bachelor  master  phd ,python,,sql,,,powerbi,tableau,,,,
Data Analyst - SQL ETL/SSIS - KPO,Huquo Consulting,4 - 9 years,Not Disclosed,"Noida, Bangalore/BengaluruView More",bachelor  master  phd ,python,,sql,,,,,,,,
Data Analyst,Client Of Sampoorna,3 - 5 years,Not Disclosed,Bangalore/BengaluruView More,bachelor ,python,,,excel,,,tableau,,,,
Immediate Hiring For Data Analyst - Technology consultant || Bangalore,Sdna Global,5 - 10 years,"₹ 15,00,000 - 27,50,000 P.A.",Bangalore/BengaluruView More,bachelor  master ,python,,sql,excel,,powerbi,tableau,,,,
Hiring For HR Data Analysts,Persolkelly India,2 - 5 years,"₹ 3,00,000 - 7,50,000 P.A.","Hyderabad/Secunderabad, Bangalore/BengaluruView More",bachelor ,,,,excel,,,,,,,
Data Analyst-2022,Techstar Group,10 - 18 years,"₹ 15,00,000 - 27,50,000 P.A.",Bangalore/BengaluruView More,bachelor ,python,,sql,excel,,,,,,git,
Lead Data Analyst,Franklin Templeton,10 - 12 years,Not Disclosed,Hyderabad/SecunderabadView More,bachelor  master ,python,,sql,excel,,,,,,,
HR Data Analyst,DHL,2 - 5 years,"₹ 4,00,000 - 5,00,000 P.A.",ChennaiView More,bachelor ,,,,excel,,,,,,,
Business Analyst/ Software Analyst/ Data Analyst,Optiontown,0 - 2 years,"₹ 4,00,000 - 7,00,000 P.A.",New Delhi( Rani Bagh )View More,bachelor ,,,sql,excel,,,,,,,
Data Analyst,Yulu,0 - 2 years,Not Disclosed,Bangalore/BengaluruView More,bachelor  master ,python,,sql,,,,,,,,
Senior Data Analyst - KPO,Huquo Consulting Pvt. Ltd,7 - 12 years,Not Disclosed,"Gurgaon/Gurugram, Bangalore/BengaluruView More",bachelor  master  phd ,python,,sql,,,,,,,,
"Senior Analyst, Data",GXO Logistics,6 - 8 years,Not Disclosed,MumbaiView More,bachelor  master ,python,,sql,excel,,powerbi,tableau,,,,
Data Analyst,Clarivate,2 - 4 years,Not Disclosed,Bangalore/BengaluruView More,bachelor  master ,python,,sql,,,,,,,,
HR Data Analyst,Walmart,2 - 5 years,Not Disclosed,Bangalore/BengaluruView More,bachelor ,python,,sql,excel,vba,,tableau,,,,
Analyst - Reference Data,Deutsche Bank,1 - 6 years,Not Disclosed,Bangalore/BengaluruView More,bachelor  master ,python,,sql,excel,,,,,,,
Data Analyst,Economics Classes,2 - 3 years,"₹ 3,00,000 - 3,50,000 P.A.",New Delhi( Rohini )View More,bachelor ,,,,,,,,,,,
Data Management Analyst,Telstra,5 - 8 years,Not Disclosed,"Chennai, Bangalore/BengaluruView More",bachelor  master ,python,,sql,,,,,,,,
SQL Data Analyst,Saksoft,3 - 7 years,Not Disclosed,ChennaiView More,bachelor  master ,python,r,sql,,,,tableau,,,,
